folder,application,sub_application,job_name,memname,description,desc_program,ref_program,ref_datasets
_TRPROD_ALERT_SWITCH,TRPROD,TRPROD_ALERT_SWITCH,TRALCLEA,,DUMMY    = INITIALISE BEM-STATUS-FILE FOR TUR002-CHECK,DUMMY,,
_TRPROD_ALERT_SWITCH,TRPROD,TRPROD_ALERT_SWITCH,TRALWRIT,,DUMMY    = SWITCH TUR002 TO EMAIL none,DUMMY,,
_TRPROD_ALERT_SWITCH,TRPROD,TRPROD_ALERT_SWITCH,TRALCHKB,,DUMMY    = CHECK TUR002-MESSAGES AVAILABLE,DUMMY,,
_TRPROD_ALERT_SWITCH,TRPROD,TRPROD_ALERT_SWITCH,TRALCHKA,,DUMMY    = CHECK TUR002-MESSAGES AVAILABLE,DUMMY,,
_TRPROD_ALERT_SWITCH,TRPROD,TRPROD_ALERT_SWITCH,TRALPAGB,,DUMMY    = TUR002 SWITCH TO ALARMPOINT (SMS),DUMMY,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOEI,TRAUCOPY,AUCOPY.jcl,MFCMDLNE = MFSCP COPY DATASET FOR DBAJOEI,MFCMDLNE,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOEI,TRAUJOEI,AUJOEI.jcl,DBAJOEI  = DB2-U PROCEED SQL-STATEMENTS FROM DATASET,DBAJOEI,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOEI,TRAUST01,AUST01.jcl,RZWRITER = SET VARIABLES FOR DBAJOEI,RZWRITER,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_QUERY,TRAUTEPN,AUTEPN.jcl,DSNTEP2  = DB2-U WITH QUERY,DSNTEP2,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_QUERY,TRAUTKOV,AUTKOV.jcl,MFCMDLNE = TAKEOVER PROGRAM PACKAGE,MFCMDLNE,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_QUERY,TRAUSDPL,AUSDPL.jcl,SCRIPT   = SUBVERSION DEPLOY FOR QUERY TAKEOVER,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOSD,TRAUOSD1,AUOSD1.jcl,DBAJOSD  = DB2-U FUER DBAJOSD,DBAJOSD,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOSD,TRAUPKG1,AUPKG1.jcl,SCRIPT = PACKAGE SUBVERSION,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOSD,TRAUQEPL,AUQEPL.jcl,SCRIPT   = DEPLOY ON REQUEST,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_DBAJOSD,TRAUUNL1,AUUNL1.jcl,HPUNL    = DB2 UNLOAD GGBUEPA,HPUNL,,GGBUEPA
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_ZZZJODB,TRAUJODB,AUJODB.jcl,ZZZJODB  = DB2-U PROCEED SQL-STATEMENTS FROM DATASET,ZZZJODB,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_ZZZJODB,TRAUSCP1,AUSCP1.jcl,MFCMDLNE = MFSCP COPY DATASET FOR ZZZJODB,MFCMDLNE,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_ZZZJODB,TRAUST02,AUST02.jcl,RZWRITER = SET VARIABLES FOR ZZZJODB,RZWRITER,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_TAKEOVER,TRAUPKG2,AUPKG2.jcl,SCRIPT = TAKEOVER PROGRAM PACKAGE SUBVERSION,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_TAKEOVER,TRAUEPL1,AUEPL1.jcl,SCRIPT  = DEPLOY ON REQUEST,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_TAKEOVER_JIRA,TRAUTRGR,AUTRGR.jcl,IOACND = TRIGGER THE TAKEOVER JOB FLOW,IOACND,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_TAKEOVER_JIRA,TRAUREAD,AUREAD.jcl,SCRIPT = READ JIRA TICKETS FOR TAKE OVER REQUEST,SCRIPT,,
_TRPROD_AUTOMATED,TRPROD,TRPROD_AUTOMATED_TAKEOVER_JIRA,TRAUCLSE,AUCLSE.jcl,SCRIPT = CLOSE JIRA TICKETS FOR TAKEOVER REQUEST,SCRIPT,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZICE,BAZICE.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIPS,BAZIPS.jcl,MFCMDLNE = ZIPPEN VON LADEBIBLIOTHEKEN,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIPV,BAZIPV.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIMA,BAZIMA.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIPR,BAZIPR.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIRE,BAZIRE.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BACKUP,TRPROD,TRPROD_BACKUP,TRBAZIPC,BAZIPC.jcl,MFCMDLNE = ZIPPEN VON PO DATASET,MFCMDLNE,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD01,BAHD01.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD02,BAHD02.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD03,BAHD03.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD04,BAHD04.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD05,BAHD05.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD06,BAHD06.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD08,BAHD08.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD12,BAHD12.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD13,BAHD13.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD14,BAHD14.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD16,BAHD16.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD25,BAHD25.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD26,BAHD26.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD28,BAHD28.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD31,BAHD31.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD32,BAHD32.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD33,BAHD33.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD34,BAHD34.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD35,BAHD35.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD36,BAHD36.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD38,BAHD38.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD39,BAHD39.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHD40,BAHD40.jcl,FTP      = FTP GET FILE FROM SECTRANS,FTP,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK01,BAHK01.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK02,BAHK02.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK03,BAHK03.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK04,BAHK04.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK05,BAHK05.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK06,BAHK06.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK08,BAHK08.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK12,BAHK12.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK13,BAHK13.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK14,BAHK14.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK16,BAHK16.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK25,BAHK25.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK26,BAHK26.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK28,BAHK28.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK31,BAHK31.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK32,BAHK32.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK33,BAHK33.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK34,BAHK34.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK35,BAHK35.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK36,BAHK36.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK38,BAHK38.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK39,BAHK39.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHK40,BAHK40.jcl,FTPLS    = CHECK FOR ADDITIONAL FILES,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR01,BAHR01.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR02,BAHR02.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR03,BAHR03.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR04,BAHR04.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR05,BAHR05.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR06,BAHR06.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR08,BAHR08.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR12,BAHR12.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR13,BAHR13.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR14,BAHR14.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR16,BAHR16.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR25,BAHR25.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR26,BAHR26.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR28,BAHR28.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR31,BAHR31.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR32,BAHR32.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR33,BAHR33.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR34,BAHR34.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR35,BAHR35.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR36,BAHR36.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR38,BAHR38.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR39,BAHR39.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBAHR40,BAHR40.jcl,FTPLS    = FTP LIST IF DATA AVAILABLE,FTPLS,,
_TRPROD_BANK,TRPROD,TRPROD_BANK,TRBASTA,,DUMMY    = START BANK FILE COLLECTION,DUMMY,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDCDT1,CDCDT1.jcl,MFCMDLNE = FDA SCRIPT EXECUTION,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDCDT2,CDCDT2.jcl,MFCMDLNE = FDA SCRIPT EXECUTION,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDCDT3,CDCDT3.jcl,MFCMDLNE = FDA SCRIPT EXECUTION,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDCDT4,CDCDT4.jcl,MFCMDLNE = FDA SCRIPT EXECUTION,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDEND1,CDEND1.jcl,IEFBR14 = ENDE ARCHBLOB,IEFBR14,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDJOBA,CDJOBA.jcl,DBAJOBA = DB2-U AUSLAGERN VON BLOB'S,DBAJOBA,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDMDR1,CDMDR1.jcl,MFCMDLNE = CREATE DIRECTORIES WITH DATE,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDMV01,CDMV01.jcl,MFCMDLNE = RENAME DBAJOBA XML FROM OUTPUT.XML TO BLOB_%%,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDMV02,CDMV02.jcl,MFCMDLNE = RENAME DBAJOBA XML FROM OUTPUT.XML TO BLOB_%%,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDMV03,CDMV03.jcl,MFCMDLNE = RENAME DBAJOBA XML FROM OUTPUT.XML TO BLOB_%%,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDMV04,CDMV04.jcl,MFCMDLNE = RENAME DBAJOBA XML FROM OUTPUT.XML TO BLOB_%%,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDSTA1,CDSTA1.jcl,RZWRITER = VARIABLEN SETZEN,RZWRITER,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA11,CDTA11.jcl,MFCMDLNE = TAR ALL BLOBS OF DIRECTORY 01,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA12,CDTA12.jcl,MFCMDLNE = TAR ALL BLOBS OF DIRECTORY 02,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA13,CDTA13.jcl,MFCMDLNE = TAR ALL BLOBS OF DIRECTORY 03,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA14,CDTA14.jcl,MFCMDLNE = TAR ALL BLOBS OF DIRECTORY 01,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA15,CDTA15.jcl,MFCMDLNE = TAR WORKAREA FILES IN DIRECTORY 01,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA16,CDTA16.jcl,MFCMDLNE = TAR WORKAREA FILES IN DIRECTORY 02,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA17,CDTA17.jcl,MFCMDLNE = TAR WORKAREA FILES IN DIRECTORY 03,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA18,CDTA18.jcl,MFCMDLNE = TAR WORKAREA FILES IN DIRECTORY 04,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA19,CDTA19.jcl,MFCMDLNE = TAR LOGS FILES IN DIRECTORY 01,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA20,CDTA20.jcl,MFCMDLNE = TAR LOGS FILES IN DIRECTORY 02,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA21,CDTA21.jcl,MFCMDLNE = TAR LOGS FILES IN DIRECTORY 03,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTA22,CDTA22.jcl,MFCMDLNE = TAR LOGS FILES IN DIRECTORY 04,MFCMDLNE,,
_TRPROD_CDT_ARCHIVER,TRPROD,TRPROD_CDT_ARCHIVER,TRCDTAR1,CDTAR1.jcl,MFCMDLNE = TAR CREATE TOTAL BACKUP TAR,MFCMDLNE,,
_TRPROD_DUMMY,TRPROD,TRPROD_DUMMY,TRDUDMMY,,DUMMY    = DUMMY JOB,DUMMY,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOCTME,F3CTM.jcl,DUMMY    = REMOVE FOLGE MOD. COND./FOLGEJFA MOD. COND.,DUMMY,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOENF1,FOENF1.jcl,IEFBR14  = ENDE DER FOLGE TEIL1,IEFBR14,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOBF1,FOOBF1.jcl,VFOJOBF = DB2-U IMPULSDATA FOR FOLGE (SUBSEQUENT INV.),VFOJOBF,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA1,FOOFA1.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA2,FOOFA2.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA3,FOOFA3.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA4,FOOFA4.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA5,FOOFA5.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOFA6,FOOFA6.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOJP1,FOOJP1.jcl,BSEJOJP  = DB2-U ERROR CONTROLLING FOR VFOJOFA,BSEJOJP,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOSTC,FOOSTC.jcl,VFOTETA  = QUERY OFFENE SAETZE F. CHECK,VFOTETA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOOTS1,FOOTS1.jcl,BSEJOTS  = DB2-U VFOJOFA ENDE,BSEJOTS,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOSTA,FOSTA.jcl,IEFBR14    = STARTEN DER FOLGE,IEFBR14,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL1,TRFOTSD,FOTSD.jcl,BSEJOTS  = DB2-U DELETE VON FOLGE-TASKS,BSEJOTS,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOEND,FOEND.jcl,IEFBR14  = ENDE DER FOLGE,IEFBR14,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOFOG,FOFOG.jcl,RZWRITER = VARIABLE FOLGE ZU SPAET (SACH+LEBEN),RZWRITER,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOJFAF,FOJFAF.jcl,ZZZJJFA  = DB2 AUSLESEN BATCHPROT AUS FOLGE,ZZZJJFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOJFE,FOJFE.jcl,VFOQJFE  = DB2 CHECK FOLGE AUF VOLLSTAENDIGKEIT,VFOQJFE,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOJOGU,FOJOGU.jcl,ZZZJOGU  = DB2-U CHANGE GSTUEBERNAHMEZ. AFTER SUBSEQUENT,ZZZJOGU,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOMA04,FOMA04.jcl,XMITIP   = MAIL SMTP,XMITIP,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOBF2,FOOBF2.jcl,VFOJOBF = DB2-U IMPULSDATA FOR FOLGE (SUBSEQUENT INV.),VFOJOBF,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOFA7,FOOFA7.jcl,VFOJOFA  = DB2-U FOLGEVORSCHREIBUNG,VFOJOFA,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOFS,FOOFS.jcl,VFOJOFS  = DB2-U FOLGEDATUM IN TFOLGESTG SETZEN,VFOJOFS,,TFOLGESTG
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOJP2,FOOJP2.jcl,BSEJOJP  = DB2-U ERROR CONTROLLING FOR VFOJOFA,BSEJOJP,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOLDA,FOOLDA.jcl,ZZZJOLD  = DB2-U REACTIVATE IPP,ZZZJOLD,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOLDD,FOOLDD.jcl,ZZZJOLD  = DB2-U DEACTIVATE IPP,ZZZJOLD,,
_TRPROD_FOLGE,TRPROD,TRPROD_FOLGE_TEIL2,TRFOOTS2,FOOTS2.jcl,BSEJOTS  = DB2-U VFOJOFA ENDE,BSEJOTS,,
_TRPROD_GFBUTIL,TRPROD,TRPROD_GFBUTIL_RUNSTATS_WEEKLY,TRGFCTME,F3CTM.jcl,DUMMY    = REMOVE TR-CTM-RUNSTATS-PRD,DUMMY,,
_TRPROD_GFBUTIL,TRPROD,TRPROD_GFBUTIL_RUNSTATS_WEEKLY,TRGFTACU,GFTACU.jcl,DSNTEP2  = DB2-U QUERY TURTACU NACH RUNSTATS,DSNTEP2,,
_TRPROD_GFBUTIL,TRPROD,TRPROD_GFBUTIL_RUNSTATS_WEEKLY,TRGFRUNG,GFRUNG.jcl,DB2UTIL = RUNSTAT FUER 'ORGA',DB2UTIL,,
