folder,application,sub_application,job_name,memname,description,desc_program,ref_program,ref_datasets
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_FILESIZE_CHECK,TRM3ASCK,M3ASCK.jcl,MFCMDLNE = ALL FILES FILESIZE CHECK SCRIPT EXECUTION,MFCMDLNE,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_FILESIZE_CHECK,TRM3SIZP,M3SIZP.jcl,MFCMDLNE = AUTOM. ZIP OF LARGEST FILES - FILESIZE_CHECK.SH,MFCMDLNE,,LARGEST
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_TPGMSTG,TRM3PGMO,M3PGMO.jcl,DSNTEP2  = DB2 QUERY 'O' ON PGMSTEUERUNG ZZZSAPO,DSNTEP2,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_TPGMSTG,TRM3DELQ,M3DELQ.jcl,DSNTEP2  = DB2 QUERY DEL AUF PGMSTEUERUNG ZZZSAPM,DSNTEP2,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_TPGMSTG,TRM3UEWO,M3UEWO.jcl,HPUNL = DB2 UNLOAD PGST ZZZUEWO,HPUNL,,PGST
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_STOP_TASK_NO_MF,TRM3TAST,M3TAST.jcl,"QUERY    = TASK STOP DB2-U WITHOUT MICROFOCUS FOR URGEN REASONS (RESTART CONTROL INDICATOR TO""S"")
THE PROCESS STOPS ALL PROGRAMS WHICH ARE STEERED OVER TRESTART_CONTROL",QUERY,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_KILL,TRM3KBKP,M3KBKP.jcl,MFCMDLNE = KILL DB2 BACKUP,MFCMDLNE,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_KILL,TRM3KILL,M3KILL.jcl,MFCMDLNE = KILL DB2 APPLICATIONS BY PID,MFCMDLNE,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_COPY_DATASETS,TRM3DUPL,M3DUPL.jcl,DUPL     = COPY DATASETS,DUPL,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_REQUEST_RESTARTCONTROL,TRM3OTS,M3OTS.jcl,BSEJOTS  = DB2-U TASKCONTROL  DIV. REQUEST,BSEJOTS,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_TASK_MASSUPDATE,TRM3MAUP,M3MAUP.jcl,SCRIPT   = TASK MASS UPDATE,SCRIPT,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_TVODATE_CLEANUP,TRM3ODRM,M3ODRM.jcl,DELETE   = DELETE TVODATE OLDER THAN 2 YEARS,DELETE,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_TVODATE_CLEANUP,TRM3ODDE,M3ODDE.jcl,LIST     = LIST TVODATE OLDER THAN 2 YEARS,LIST,,
DRYRUN_TR3TEST_MAINTENANCE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_MAINTENANCE_TPGM,TRM3TPGM,M3TPGM.jcl,DSNTEP2  = DB2 QUERY OPEN TGPMSTG & MAIL TUR,DSNTEP2,,
DRYRUN_TR3TEST_ORDER,DRYRUN_TR3TEST,DRYRUN_TR3TEST_ORDER,TRO3ORDE,O3ORDE.jcl,CTMORDER = ORDER TUR T93 FOLDERS,CTMORDER,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3GFBE,P3GFBE.jcl,IEFBR14  = START DAYEND BATCH + CHECK IF TOO EARLY,IEFBR14,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3ACTC,P3ACTC.jcl,IOACND   = CHECK FOR ACTIVATION OF NEW ITMP BATCH VERSION (CTM PART),IOACND,,NEW
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3ACTJ,P3ACTJ.jcl,MFCMDLNE = ACTIVATE NEW ITMP BATCH VERSION (JCL PART),MFCMDLNE,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3CLO3,,IEFBR14  = START OF POST-PROCESSING,IEFBR14,,POST
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3CLWT,P3CLWT.jcl,"MFCMDLNE = CLEAN WORKTABLES BATCHPROT,BP_BLOB",MFCMDLNE,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3CTMA,P3CTMA.jcl,SHELL   = ACTIVATE NEW ITMP BATCH VERSION (CTM PART),SHELL,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3EXTA,P3EXTA.jcl,MFCMDLNE = APPLY PATCHES OF EXTENSION FILES,MFCMDLNE,,EXTENSION
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3EXTC,P3EXTC.jcl,MFCMDLNE = CREATE PATCHES OF EXTENSION FILES,MFCMDLNE,,EXTENSION
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3GLTW,P3GLTW.jcl,RZWRITER = VARIABLE TIMESTAMP FOR DAYCHANGE,RZWRITER,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3OLDN,P3OLDN.jcl,ZZZJOLD  = DB2-U NEW DAYDATE + TIMESTAMP,ZZZJOLD,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3REBJ,P3REBJ.jcl,MFCMDLNE = BACKUP JCL DAILY/ON REFRESH,MFCMDLNE,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3SET1,P3SET1.jcl,IEFBR14  = START BATCH PROCESSING,IEFBR14,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3SET2,P3SET2.jcl,IEFBR14  = BREAKPOINT BEFORE CLONING,IEFBR14,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3SET3,P3SET3.jcl,IEFBR14  = START OF POST-PROCESSING,IEFBR14,,POST
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3SET4,P3SET4.jcl,IEFBR14  = END OF ALL ONLINE RELEVANT PROCESSES - DAYEND,IEFBR14,,
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3UEBP,P3UEBP.jcl,HPUNL    = DB2 UNLOAD BSEUEBP TBATCHPROT,HPUNL,,BSEUEBP
DRYRUN_TR3TEST_POST,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POST,TRP3UEDS,P3UEDS.jcl,HPUNL    = DB2 UNLOAD BSEUEDS TDRUCKOUTDATEN,HPUNL,,BSEUEDS
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV,TRP3JD2,P3JD2.jcl,DABJJD2  = DB2-U REALLOCATION OF CLAIM NUMBER RANGES,DABJJD2,,CLAIM
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3CTME,F3CTM.jcl,DUMMY    = REMOVE MODULE COND. KUVJOIZ,DUMMY,,
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3END3,P3END3.jcl,IEFBR14  = END OF KUVJOOIZ PROCESSING,IEFBR14,,KUVJOOIZ
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3FP02,P3FP02.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG KUVJOIZ,ZZZJOFP,,
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3LOC3,P3LOC3.jcl,ALLOC    = ALLOC OF GESAMT ES FILE,ALLOC,,GESAMT
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3OIZ1,P3OIZ1.jcl,KUVJOIZ  = DB2-U DESIGN OF KUVINFO DATA,KUVJOIZ,,KUVINFO
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3OIZ2,P3OIZ2.jcl,KUVJOIZ  = DB2-U DESIGN OF KUVINFO DATA,KUVJOIZ,,KUVINFO
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3OIZ3,P3OIZ3.jcl,KUVJOIZ  = DB2-U DESIGN OF KUVINFO DATA,KUVJOIZ,,KUVINFO
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3TS19,P3TS19.jcl,BSEJOTS  = DB2-U KUVJOOIZ END,BSEJOTS,,
DRYRUN_TR3TEST_POTDIV,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTDIV_KURZINFO,TRP3UEIZ,P3UEIZ.jcl,DSNTIAUL = DB2 UNLOAD KUVUEIZ,DSNTIAUL,,KUVUEIZ
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DAAJOEW,TRP3JOEW,P3JOEW.jcl,DAAJOEW = DB2-U DELETE TPERSBERTRBEZ,DAAJOEW,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DAAJOVL,TRP3JOVL,P3JOVL.jcl,DAAJOVL  = DB2-U LOESCHEN FACHOBJEKT VERTRAG,DAAJOVL,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DBAJOG0,TRP3JOG0,P3JOG0.jcl,DBAJOG0  = DB2-U LOESCHEN TVERPROTNHIST,DBAJOG0,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOKL,TRP3CTME,F3CTM.jcl,DUMMY    = REMOVE KUVJOKL COND,DUMMY,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOKL,TRP3FP18,P3FP18.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG KUVJOKL,ZZZJOFP,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOKL,TRP3JOKL,P3JOKL.jcl,KUVJOKL  = DB2-U PERSONS CLEAN UP,KUVJOKL,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOKL,TRP3UEKL,P3UEKL.jcl,HPUNL = DB2 UNLOAD KUVJOKL,HPUNL,,KUVJOKL
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOL1,TRP3CTM1,F3CTM.jcl,DUMMY    = TR-MODULE-T93-KUVJJLO-OK REMOVE,DUMMY,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOL1,TRP3FP20,P3FP20.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG KUVJOL1,ZZZJOFP,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOL1,TRP3JJL0,P3JJL0.jcl,KUVJJL0 = DB2 IMPULSE FOR PERSON DELETION,KUVJJL0,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_KUVJOL1,TRP3JOL1,P3JOL1.jcl,KUVJOL1 = DB2-U REMOVE THE PRESELECTED PERSON,KUVJOL1,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_VERPROT,TRP3JOVP,P3JOVP.jcl,DBAJOVP = DB2-U LOESCHEN VERPROTOKOLL,DBAJOVP,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_VERPROT,TRP3OTS0,P3OTS0.jcl,BSEJOTS = DB2-U DBAJOVP START,BSEJOTS,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DAAJOAL,TRP3FP01,P3FP01.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG DAAJOAL,ZZZJOFP,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DAAJOAL,TRP3OAL1,P3OAL1.jcl,DAAJOAL  = DB2-U LOESCHEN VORGEMERKTER VORSCHLAEGE,DAAJOAL,,
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE_DAAJOAL,TRP3VEHK,P3VEHK.jcl,HPUNL = DB2 UNLOAD DAAVEHK,HPUNL,,DAAVEHK
DRYRUN_TR3TEST_POTLOE,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTLOE,TRP3STOP,P3STOP.jcl,BSEJOTS  = DB2-U STOP/BREAK VARIOUS PROGRAMS,BSEJOTS,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3FA49,P3FA49.jcl,ZZZJOFA   = DB2-U READING BATCHPROT FROM ADAQODR,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3OB12,P3OB12.jcl,VERQOBK  = DB2-U COLLECT DATA FOR LETTER CREATION,VERQOBK,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3QD49,P3QD49.jcl,ADAQOSD    = DB2-U XML PRINT CONVERSION GENERATION,ADAQOSD,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3QOMA,P3QOMA.jcl,VERQOMA  = DB2-U CANCELLED CONTRACTS DUE TO MATURITY,VERQOMA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3TD49,P3TD49.jcl,MFCMDLNE   = REMOVE PDF PATH (AT END OF JOBCHAIN) THUNDERHEAD,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3TH49,P3TH49.jcl,BRIPTTH   = CONVERT CUBHFOL TO XML FOR THUNDERHEAD,BRIPTTH,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3TO49,P3TO49.jcl,THUNDER   = FTP ZIP + THUNDERHEAD + GET RESULT,THUNDER,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_CAN,TRP3TZ49,P3TZ49.jcl,MFCMDLNE   = CREATE ZIP(XML) FILE FOR THUNDERHEAD,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3FA14,P3FA14.jcl,ZZZJOFA   = DB2-U READ BATCHPROT FOR GRSMS,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3FA27,P3FA27.jcl,ZZZJOFA   = DB2-U READ BATCHPROT FOR FIN1,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3OF15,P3OF15.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG VERQONT,ZZZJOFP,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3OF27,P3OF27.jcl,ZZZJOFP  = DB2-U INSERT TPGMSTEUERUNG VERQOMS,ZZZJOFP,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3OSD1,P3OSD1.jcl,ADAQOSD  = DB2-U XML PRINT CONVERTER,ADAQOSD,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3OSD2,P3OSD2.jcl,ADAQOSD  = DB2-U XML PRINT CONVERTER,ADAQOSD,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3QOMS,P3QOMS.jcl,VERQOMS  = DB2-U DATA COLLECTION AND  DOCUMENT TRIGGER FOR ALL THE MATUARITY SMS CONTRACTS,VERQOMS,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3QONT,P3QONT.jcl,VERQONT  = DB2-U DATA COLLECTION MATURITY SMS LPCAB276,VERQONT,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TD14,P3TD14.jcl,MFCMDLNE = REMOVE PDF PATH (AT END OF JOBCHAIN) THUNDER,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TD27,P3TD27.jcl,MFCMDLNE = REMOVE PDF PATH (AT END OF JOBCHAIN) THUNDER,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TH14,P3TH14.jcl,BRIPTTH    = CONVERT CUBHFOL TO XML FOR THUNDERHEAD,BRIPTTH,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TH27,P3TH27.jcl,BRIPTTH    = CONVERT CUBHFOL TO XML FOR THUNDERHEAD,BRIPTTH,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TO14,P3TO14.jcl,THUNDER    = FTP ZIP + THUNDERHEAD,THUNDER,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TO27,P3TO27.jcl,THUNDER    = FTP ZIP + THUNDERHEAD,THUNDER,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TZ14,P3TZ14.jcl,MFCMDLNE   = CREATE ZIP(XML) FILE FOR THUNDERHEAD,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3TZ27,P3TZ27.jcl,MFCMDLNE   = CREATE ZIP(XML) FILE FOR THUNDERHEAD,MFCMDLNE,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3VEMS,P3VEMS.jcl,HPUNL = DB2 UNLOAD VERVEMS,HPUNL,,VERVEMS
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_MATURITY_SMS,TRP3VENT,P3VENT.jcl,HPUNL = DB2 UNLOAD VERVENT,HPUNL,,VERVENT
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3CTME,F3CTM.jcl,DUMMY    = START THUNDER AFTER VPZJODB,DUMMY,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3FA02,P3FA02.jcl,ZZZJOFA= DB2-U READING BATCHPROT FROM ADAQODR,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3FA03,P3FA03.jcl,ZZZJOFA   = DB2-U READING BATCHPROT FROM ADAQOSL,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3FA04,P3FA04.jcl,ZZZJOFA   = DB2-U READING BATCHPROT FROM ADAQOSL,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3FA05,P3FA05.jcl,ZZZJOFA   = DB2-U READING BATCHPROT FROM ADAQOSL,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3FA06,P3FA06.jcl,ZZZJOFA   = DB2-U READING BATCHPROT FROM ADAQOSL,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3OFAS,P3OFAS.jcl,ZZZJOFA= DB2-U READING BATCHPROT FROM ADAQODR,ZZZJOFA,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QOD1,P3QOD1.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QOD2,P3QOD2.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QOD3,P3QOD3.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODF,P3QODF.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODG,P3QODG.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODH,P3QODH.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODI,P3QODI.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODJ,P3QODJ.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODK,P3QODK.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODL,P3QODL.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODM,P3QODM.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODN,P3QODN.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODO,P3QODO.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODP,P3QODP.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODQ,P3QODQ.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODR,P3QODR.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODS,P3QODS.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODT,P3QODT.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODU,P3QODU.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
DRYRUN_TR3TEST_POTPRINT,DRYRUN_TR3TEST,DRYRUN_TR3TEST_POTPRINT_PP,TRP3QODV,P3QODV.jcl,ADAQODR    = DB2-U XML PRINT CONVERSION GENERATION,ADAQODR,,
